TradeNum,DateTime,Type,Entry,SL,TP,Result,Profit,BaseScore,FinalScore,ADX,EMA200_Aligned,GoldenHour,Month
980,2024.10.02 05:45,BUY,2648.37,2644.01,2654.90,WIN,6.53,9,9,50.6,NO,NO,2024-10
981,2024.10.02 15:15,BUY,2649.78,2640.84,2663.19,LOSS,-8.94,10,9,24.0,NO,NO,2024-10
982,2024.10.03 08:30,BUY,2644.99,2640.05,2652.40,WIN,7.41,10,10,38.7,NO,NO,2024-10
983,2024.10.03 13:00,BUY,2649.30,2643.92,2657.37,LOSS,-5.38,10,10,20.8,NO,YES,2024-10
984,2024.10.03 14:00,BUY,2649.29,2641.74,2660.61,WIN,11.32,12,13,23.9,NO,YES,2024-10
985,2024.10.04 06:00,SELL,2664.32,2666.90,2660.46,WIN,3.86,12,13,54.1,NO,NO,2024-10
986,2024.10.04 13:00,BUY,2651.26,2643.77,2662.49,WIN,11.23,10,10,21.6,NO,YES,2024-10
987,2024.10.04 15:15,SELL,2649.46,2662.57,2629.80,WIN,1.06,10,9,22.9,NO,NO,2024-10
988,2024.10.07 10:30,SELL,2655.27,2659.45,2649.01,LOSS,-4.18,13,14,32.1,NO,NO,2024-10
989,2024.10.07 10:45,SELL,2657.45,2661.51,2651.36,WIN,6.09,10,10,29.7,NO,NO,2024-10
990,2024.10.07 11:15,SELL,2658.65,2662.40,2653.03,WIN,5.62,10,10,29.2,NO,NO,2024-10
991,2024.10.07 11:45,SELL,2657.08,2660.60,2651.80,WIN,5.28,10,10,31.6,NO,NO,2024-10
992,2024.10.07 12:15,SELL,2642.98,2647.30,2636.50,LOSS,-4.32,12,16,28.9,YES,YES,2024-10
993,2024.10.08 12:15,SELL,2646.41,2651.32,2639.04,WIN,7.37,13,15,45.3,NO,YES,2024-10
994,2024.10.08 12:30,SELL,2645.74,2651.36,2637.32,WIN,8.42,10,11,39.6,NO,YES,2024-10
995,2024.10.08 12:45,SELL,2642.80,2648.60,2634.09,WIN,8.71,10,14,34.7,YES,YES,2024-10
996,2024.10.08 13:00,SELL,2639.09,2645.26,2629.84,WIN,9.25,12,16,32.5,YES,YES,2024-10
997,2024.10.08 15:30,BUY,2612.82,2602.70,2628.00,LOSS,-3.24,10,10,58.5,NO,NO,2024-10
998,2024.10.08 15:45,BUY,2615.25,2604.97,2630.67,LOSS,-5.69,13,14,57.2,NO,NO,2024-10
999,2024.10.08 16:00,BUY,2613.36,2603.66,2627.91,LOSS,-5.52,10,10,55.3,NO,NO,2024-10
1000,2024.10.08 17:00,BUY,2616.34,2606.60,2630.96,LOSS,-9.74,10,10,53.2,NO,NO,2024-10
1001,2024.10.08 17:15,BUY,2616.04,2606.24,2630.74,LOSS,-9.80,10,10,49.9,NO,NO,2024-10
1002,2024.10.10 12:30,BUY,2624.90,2619.21,2633.43,LOSS,-5.69,12,15,19.0,YES,YES,2024-10
1003,2024.10.11 15:30,SELL,2658.66,2665.08,2649.02,WIN,9.64,10,10,53.8,NO,NO,2024-10
1004,2024.10.11 16:00,SELL,2660.68,2666.31,2652.24,WIN,8.44,10,10,57.8,NO,NO,2024-10
1005,2024.10.11 16:30,SELL,2660.34,2665.69,2652.32,WIN,8.02,10,10,62.2,NO,NO,2024-10
1006,2024.10.11 17:00,SELL,2658.82,2663.56,2651.70,WIN,7.12,10,10,63.1,NO,NO,2024-10
1007,2024.10.14 06:30,SELL,2663.88,2667.52,2658.42,WIN,5.46,9,9,45.2,NO,NO,2024-10
1008,2024.10.14 06:45,SELL,2662.32,2666.06,2656.71,WIN,5.61,9,9,44.1,NO,NO,2024-10
1009,2024.10.14 07:00,SELL,2660.57,2664.50,2654.67,WIN,5.90,12,13,41.9,NO,NO,2024-10
1010,2024.10.15 04:30,BUY,2644.25,2640.24,2650.27,LOSS,-4.01,9,9,37.2,NO,NO,2024-10
1011,2024.10.15 05:30,BUY,2641.80,2637.71,2647.94,WIN,6.14,9,9,53.4,NO,NO,2024-10
1012,2024.10.15 05:45,BUY,2643.96,2639.95,2649.98,WIN,6.02,12,13,57.2,NO,NO,2024-10
1013,2024.10.15 06:00,BUY,2644.92,2640.86,2651.00,WIN,6.08,9,9,56.0,NO,NO,2024-10
1014,2024.10.15 06:15,BUY,2647.20,2643.23,2653.15,WIN,5.95,9,9,52.4,NO,NO,2024-10
1015,2024.10.15 13:00,BUY,2651.72,2646.35,2659.77,WIN,8.05,10,14,28.5,YES,YES,2024-10
1016,2024.10.15 13:30,BUY,2648.51,2642.72,2657.20,WIN,8.69,12,16,25.7,YES,YES,2024-10
1017,2024.10.15 14:00,BUY,2659.19,2652.45,2669.30,WIN,10.11,12,15,21.7,YES,YES,2024-10
1018,2024.10.15 16:15,SELL,2663.48,2670.49,2652.96,LOSS,-7.01,10,10,36.4,NO,NO,2024-10
1019,2024.10.16 09:00,SELL,2678.79,2683.50,2671.73,LOSS,-4.71,10,10,43.8,NO,NO,2024-10
1020,2024.10.16 09:45,SELL,2677.22,2680.85,2671.78,LOSS,-3.63,10,10,54.2,NO,NO,2024-10
1021,2024.10.16 10:00,SELL,2675.48,2679.18,2669.93,LOSS,-3.70,10,10,52.1,NO,NO,2024-10
1022,2024.10.16 13:15,SELL,2683.68,2688.39,2676.61,WIN,7.07,10,11,32.4,NO,YES,2024-10
1023,2024.10.16 13:45,SELL,2678.22,2683.99,2669.56,WIN,8.66,12,14,32.0,NO,YES,2024-10
1024,2024.10.16 16:00,BUY,2667.92,2660.31,2679.33,WIN,11.41,10,11,22.0,YES,NO,2024-10
1025,2024.10.16 16:30,BUY,2673.95,2666.23,2685.53,WIN,11.58,13,15,23.4,YES,NO,2024-10
1026,2024.10.17 09:30,BUY,2679.35,2674.84,2686.11,WIN,6.76,12,14,23.5,YES,NO,2024-10
1027,2024.10.17 12:45,BUY,2682.25,2676.74,2690.51,WIN,8.26,13,17,29.9,YES,YES,2024-10
1028,2024.10.17 13:00,BUY,2682.90,2677.24,2691.39,WIN,8.49,12,16,28.8,YES,YES,2024-10
1029,2024.10.17 15:00,SELL,2693.07,2700.56,2681.83,LOSS,-7.49,10,10,27.0,NO,NO,2024-10
1030,2024.10.18 02:30,SELL,2707.98,2712.33,2701.45,LOSS,-4.35,9,9,58.0,NO,NO,2024-10
1031,2024.10.18 02:45,SELL,2708.04,2712.61,2701.19,LOSS,-4.57,9,9,58.0,NO,NO,2024-10
1032,2024.10.18 04:15,SELL,2709.36,2714.56,2701.56,LOSS,-5.20,9,9,60.3,NO,NO,2024-10
1033,2024.10.18 05:45,SELL,2708.21,2711.96,2702.59,WIN,5.62,9,9,58.7,NO,NO,2024-10
1034,2024.10.18 13:15,BUY,2712.41,2707.18,2720.25,WIN,7.84,13,16,23.8,YES,YES,2024-10
1035,2024.10.18 13:30,BUY,2713.57,2707.71,2722.36,WIN,8.79,12,15,22.4,YES,YES,2024-10
1036,2024.10.21 03:00,SELL,2732.08,2737.31,2724.24,WIN,7.84,9,9,26.9,NO,NO,2024-10
1037,2024.10.21 03:30,SELL,2731.43,2736.68,2723.55,WIN,7.88,9,9,28.2,NO,NO,2024-10
1038,2024.10.21 09:45,SELL,2730.74,2734.80,2724.65,LOSS,-4.06,10,10,29.9,NO,NO,2024-10
1039,2024.10.21 11:45,SELL,2734.48,2738.89,2727.86,LOSS,-4.41,10,9,24.9,NO,NO,2024-10
1040,2024.10.21 12:30,SELL,2738.48,2743.14,2731.49,WIN,6.99,10,10,23.3,NO,YES,2024-10
1041,2024.10.21 13:00,SELL,2735.93,2740.86,2728.53,WIN,7.40,10,10,22.5,NO,YES,2024-10
1042,2024.10.21 13:15,SELL,2739.67,2744.69,2732.15,WIN,7.52,10,10,21.6,NO,YES,2024-10
1043,2024.10.21 13:45,SELL,2736.97,2742.33,2728.94,WIN,8.03,10,10,22.2,NO,YES,2024-10
1044,2024.10.21 14:00,SELL,2733.09,2738.53,2724.93,WIN,8.16,10,10,20.5,NO,YES,2024-10
1045,2024.10.21 15:15,BUY,2721.21,2713.76,2732.38,WIN,11.17,10,13,32.5,YES,NO,2024-10
1046,2024.10.21 16:00,BUY,2719.85,2712.19,2731.34,WIN,11.49,10,13,33.5,YES,NO,2024-10
1047,2024.10.21 16:30,BUY,2723.39,2715.90,2734.63,LOSS,-7.49,13,16,33.6,YES,NO,2024-10
1048,2024.10.21 18:15,BUY,2718.31,2713.17,2726.02,WIN,7.71,9,10,23.8,YES,NO,2024-10
1049,2024.10.21 19:00,BUY,2720.09,2715.81,2726.51,WIN,6.42,9,11,33.6,YES,NO,2024-10
1050,2024.10.21 19:15,BUY,2718.65,2714.30,2725.18,WIN,6.53,9,11,32.3,YES,NO,2024-10
1051,2024.10.21 19:45,BUY,2720.30,2716.17,2726.50,WIN,6.20,9,11,28.2,YES,NO,2024-10
1052,2024.10.21 20:00,BUY,2719.01,2715.00,2725.02,WIN,6.01,9,11,26.5,YES,NO,2024-10
1053,2024.10.21 20:45,BUY,2719.25,2715.58,2724.75,WIN,5.50,9,10,22.0,YES,NO,2024-10
1054,2024.10.21 22:15,BUY,2720.08,2716.61,2725.29,WIN,5.21,9,10,19.6,YES,NO,2024-10
1055,2024.10.23 04:45,SELL,2748.71,2752.30,2743.33,LOSS,-3.59,9,9,47.6,NO,NO,2024-10
1056,2024.10.23 05:00,SELL,2749.89,2753.14,2745.01,LOSS,-3.25,9,9,47.6,NO,NO,2024-10
1057,2024.10.23 05:45,SELL,2752.01,2755.53,2746.73,LOSS,-3.52,9,9,50.4,NO,NO,2024-10
1058,2024.10.23 06:15,SELL,2749.74,2753.18,2744.57,LOSS,-3.44,12,13,52.2,NO,NO,2024-10
1059,2024.10.23 06:30,SELL,2750.42,2754.19,2744.76,LOSS,-3.77,9,9,46.8,NO,NO,2024-10
1060,2024.10.23 08:45,SELL,2753.90,2757.48,2748.54,WIN,5.36,13,14,51.8,NO,NO,2024-10
1061,2024.10.23 09:00,SELL,2752.46,2756.03,2747.10,WIN,5.36,10,10,48.4,NO,NO,2024-10
1062,2024.10.23 09:15,SELL,2751.36,2754.97,2745.95,WIN,5.41,10,10,42.5,NO,NO,2024-10
1063,2024.10.23 09:30,SELL,2750.56,2754.24,2745.04,WIN,5.52,12,13,39.3,NO,NO,2024-10
1064,2024.10.23 10:00,SELL,2751.61,2755.12,2746.35,WIN,5.26,12,13,32.8,NO,NO,2024-10
1065,2024.10.23 10:30,SELL,2750.63,2753.98,2745.60,WIN,5.03,12,13,26.1,NO,NO,2024-10
1066,2024.10.23 10:45,SELL,2751.47,2754.84,2746.42,WIN,5.05,12,13,25.3,NO,NO,2024-10
1067,2024.10.23 11:15,SELL,2749.78,2753.18,2744.67,WIN,5.11,12,11,22.8,NO,NO,2024-10
1068,2024.10.23 11:30,SELL,2749.79,2753.37,2744.43,WIN,5.36,12,11,21.9,NO,NO,2024-10
1069,2024.10.23 15:15,BUY,2718.58,2708.09,2734.31,WIN,15.73,13,14,71.9,NO,NO,2024-10
1070,2024.10.23 15:30,BUY,2721.63,2710.75,2737.94,WIN,16.31,10,10,68.0,NO,NO,2024-10
1071,2024.10.23 15:45,BUY,2719.00,2708.28,2735.09,WIN,16.09,10,10,60.0,NO,NO,2024-10
1072,2024.10.23 16:15,BUY,2721.62,2711.10,2737.41,WIN,15.79,10,10,46.9,NO,NO,2024-10
1073,2024.10.23 16:30,BUY,2719.29,2709.09,2734.59,WIN,15.30,10,10,41.6,NO,NO,2024-10
1074,2024.10.23 17:45,BUY,2713.71,2706.28,2724.85,WIN,11.14,9,9,36.2,NO,NO,2024-10
1075,2024.10.23 18:15,BUY,2714.55,2708.17,2724.12,WIN,9.57,9,9,37.8,NO,NO,2024-10
1076,2024.10.23 18:30,BUY,2714.00,2708.48,2722.28,WIN,8.28,9,9,36.8,NO,NO,2024-10
1077,2024.10.23 19:15,BUY,2717.65,2713.07,2724.52,WIN,6.87,9,9,28.1,NO,NO,2024-10
1078,2024.10.25 09:00,BUY,2718.26,2714.02,2724.61,WIN,6.35,10,10,37.3,NO,NO,2024-10
1079,2024.10.25 09:30,BUY,2721.10,2716.66,2727.76,WIN,6.66,10,10,43.4,NO,NO,2024-10
1080,2024.10.25 10:30,BUY,2722.15,2717.79,2728.69,WIN,6.54,10,10,39.7,NO,NO,2024-10
1081,2024.10.29 11:30,BUY,2751.74,2747.07,2758.74,WIN,7.00,13,15,20.3,YES,NO,2024-10
1082,2024.10.30 06:45,SELL,2786.31,2789.64,2781.32,WIN,4.99,9,9,36.1,NO,NO,2024-10
1083,2024.10.30 12:15,BUY,2780.80,2776.54,2787.19,WIN,6.39,10,14,27.8,YES,YES,2024-10
1084,2024.10.30 13:45,BUY,2778.85,2771.96,2789.19,LOSS,-6.89,10,13,21.5,YES,YES,2024-10
1085,2024.10.31 01:30,SELL,2784.60,2787.10,2780.85,LOSS,-2.50,11,8,16.4,NO,NO,2024-10
1086,2024.10.31 03:15,SELL,2785.91,2789.48,2780.56,WIN,5.35,11,8,15.2,NO,NO,2024-10
1087,2024.10.31 06:15,SELL,2783.72,2786.99,2778.81,WIN,4.91,9,8,19.9,NO,NO,2024-10
1088,2024.10.31 06:30,SELL,2779.72,2783.18,2774.53,LOSS,-3.46,11,10,21.4,NO,NO,2024-10
1089,2024.10.31 11:00,SELL,2777.73,2781.82,2771.59,LOSS,-4.09,12,11,23.0,NO,NO,2024-10
1090,2024.10.31 15:15,BUY,2736.75,2727.15,2751.15,WIN,14.40,10,10,54.1,NO,NO,2024-10
1091,2024.10.31 15:45,BUY,2740.78,2731.15,2755.22,WIN,14.44,10,10,52.4,NO,NO,2024-10
1092,2024.10.31 16:00,BUY,2742.45,2732.90,2756.78,WIN,14.33,10,10,49.5,NO,NO,2024-10
1093,2024.10.31 16:15,BUY,2740.70,2731.22,2754.92,WIN,14.22,10,10,44.0,NO,NO,2024-10
1094,2024.10.31 17:00,BUY,2739.15,2730.59,2751.99,WIN,12.84,10,10,33.6,NO,NO,2024-10
1095,2024.10.31 17:30,BUY,2739.46,2731.86,2750.85,WIN,11.39,10,10,27.8,NO,NO,2024-10
1096,2024.10.31 18:00,BUY,2741.11,2735.14,2750.07,WIN,8.96,9,8,24.2,NO,NO,2024-10
1097,2024.11.01 12:45,SELL,2760.94,2766.85,2752.08,WIN,8.86,10,10,16.1,YES,YES,2024-11
1098,2024.11.01 13:15,SELL,2758.19,2765.05,2747.90,WIN,10.29,10,13,18.4,YES,YES,2024-11
1099,2024.11.01 13:45,SELL,2756.51,2764.05,2745.19,WIN,11.32,10,10,18.0,YES,YES,2024-11
1100,2024.11.05 02:45,BUY,2729.20,2725.34,2734.98,WIN,5.78,9,9,47.4,NO,NO,2024-11
1101,2024.11.05 14:30,SELL,2746.59,2751.39,2739.39,WIN,7.20,10,10,23.4,NO,YES,2024-11
1102,2024.11.05 21:30,SELL,2743.69,2746.43,2739.59,WIN,4.10,9,8,18.2,NO,NO,2024-11
1103,2024.11.06 00:15,SELL,2739.27,2742.66,2734.19,WIN,5.08,11,10,15.2,YES,NO,2024-11
1104,2024.11.06 02:45,SELL,2739.53,2747.26,2727.93,WIN,11.60,11,10,15.6,YES,NO,2024-11
1105,2024.11.06 03:15,SELL,2734.75,2744.08,2720.76,WIN,13.99,11,13,19.9,YES,NO,2024-11
1106,2024.11.06 04:15,SELL,2739.70,2749.03,2725.70,WIN,14.00,11,13,18.9,YES,NO,2024-11
1107,2024.11.06 05:00,SELL,2739.45,2748.22,2726.30,WIN,13.15,11,13,20.7,YES,NO,2024-11
1108,2024.11.06 05:45,SELL,2732.43,2740.65,2720.11,WIN,12.32,11,10,17.2,YES,NO,2024-11
1109,2024.11.06 06:00,SELL,2717.32,2725.62,2704.86,WIN,12.46,11,13,18.5,YES,NO,2024-11
1110,2024.11.06 06:15,SELL,2704.16,2713.73,2689.80,LOSS,-9.57,11,13,21.9,YES,NO,2024-11
1111,2024.11.06 06:45,BUY,2721.99,2711.16,2738.23,LOSS,-10.83,12,13,30.0,NO,NO,2024-11
1112,2024.11.06 07:00,BUY,2725.53,2713.56,2743.49,LOSS,-11.97,9,9,30.8,NO,NO,2024-11
1113,2024.11.06 08:45,SELL,2726.05,2740.87,2703.82,WIN,22.23,12,11,17.6,YES,NO,2024-11
1114,2024.11.06 10:00,SELL,2725.33,2738.00,2706.33,WIN,19.00,12,11,16.9,YES,NO,2024-11
1115,2024.11.06 13:45,BUY,2669.41,2656.26,2689.14,LOSS,-13.15,10,11,67.5,NO,YES,2024-11
1116,2024.11.06 14:00,BUY,2659.37,2645.36,2680.38,LOSS,-14.01,10,11,70.6,NO,YES,2024-11
1117,2024.11.06 14:45,BUY,2664.84,2649.62,2687.68,LOSS,-15.22,13,15,76.3,NO,YES,2024-11
1118,2024.11.06 15:00,BUY,2668.19,2652.95,2691.05,LOSS,-15.24,10,10,73.3,NO,NO,2024-11
1119,2024.11.06 15:15,BUY,2671.00,2656.29,2693.06,LOSS,-14.71,10,10,68.2,NO,NO,2024-11
1120,2024.11.06 15:30,BUY,2675.68,2661.18,2697.42,LOSS,-14.50,10,10,59.9,NO,NO,2024-11
1121,2024.11.07 15:30,SELL,2698.73,2707.09,2686.19,LOSS,-8.36,10,10,67.5,NO,NO,2024-11
1122,2024.11.07 20:30,SELL,2704.28,2711.64,2693.25,WIN,11.03,9,9,30.1,NO,NO,2024-11
1123,2024.11.11 10:15,SELL,2668.33,2673.48,2660.61,WIN,7.72,10,13,37.0,YES,NO,2024-11
1124,2024.11.11 10:30,SELL,2661.81,2666.75,2654.40,LOSS,-4.94,15,18,34.3,YES,NO,2024-11
1125,2024.11.11 14:45,BUY,2620.86,2611.11,2635.49,LOSS,-9.75,10,11,63.3,NO,YES,2024-11
1126,2024.11.11 16:00,BUY,2615.16,2604.71,2630.83,LOSS,-10.45,10,10,75.5,NO,NO,2024-11
1127,2024.11.11 16:15,BUY,2615.55,2605.37,2630.83,LOSS,-10.18,10,10,75.7,NO,NO,2024-11
1128,2024.11.11 16:30,BUY,2615.05,2605.00,2630.13,LOSS,-10.05,10,10,73.1,NO,NO,2024-11
1129,2024.11.11 17:30,BUY,2612.43,2604.90,2623.73,WIN,11.30,10,10,66.6,NO,NO,2024-11
1130,2024.11.11 18:00,BUY,2611.21,2605.29,2620.09,WIN,8.88,9,9,62.6,NO,NO,2024-11
1131,2024.11.13 12:15,SELL,2610.88,2615.07,2604.60,LOSS,-4.19,10,13,18.6,YES,YES,2024-11
1132,2024.11.13 12:45,SELL,2607.88,2611.94,2601.79,LOSS,-4.06,10,10,15.8,YES,YES,2024-11
1133,2024.11.13 13:00,SELL,2608.44,2612.55,2602.28,LOSS,-4.11,12,13,15.5,YES,YES,2024-11
1134,2024.11.13 14:30,SELL,2601.99,2608.24,2592.61,WIN,9.38,12,13,16.3,YES,YES,2024-11
1135,2024.11.14 10:00,BUY,2545.52,2538.01,2556.78,WIN,11.26,10,10,33.6,NO,NO,2024-11
1136,2024.11.14 10:15,BUY,2544.59,2536.91,2556.11,WIN,11.52,10,10,35.6,NO,NO,2024-11
1137,2024.11.14 10:45,BUY,2547.42,2540.07,2558.45,WIN,11.03,10,10,32.1,NO,NO,2024-11
1138,2024.11.18 01:30,SELL,2586.89,2593.75,2576.59,LOSS,-6.86,9,9,32.2,NO,NO,2024-11
1139,2024.11.19 13:00,SELL,2629.97,2635.03,2622.37,LOSS,-5.06,10,11,40.8,NO,YES,2024-11
1140,2024.11.20 08:00,BUY,2621.79,2616.83,2629.24,WIN,7.45,10,13,62.5,YES,NO,2024-11
1141,2024.11.20 08:45,BUY,2625.35,2620.13,2633.18,WIN,7.83,10,13,64.7,YES,NO,2024-11
1142,2024.11.20 09:00,BUY,2621.67,2616.54,2629.36,WIN,7.69,10,13,59.2,YES,NO,2024-11
1143,2024.11.20 09:30,BUY,2621.82,2616.97,2629.10,WIN,7.28,10,13,53.8,YES,NO,2024-11
1144,2024.11.20 10:00,BUY,2624.28,2619.57,2631.34,WIN,7.06,10,13,51.2,YES,NO,2024-11
1145,2024.11.20 10:15,BUY,2624.12,2619.39,2631.21,WIN,7.09,10,13,45.1,YES,NO,2024-11
1146,2024.11.20 10:45,BUY,2622.60,2618.10,2629.35,WIN,6.75,10,13,35.3,YES,NO,2024-11
1147,2024.11.20 11:15,BUY,2623.55,2619.27,2629.98,WIN,6.43,10,13,28.9,YES,NO,2024-11
1148,2024.11.20 11:45,BUY,2628.47,2624.09,2635.04,WIN,6.57,12,15,26.0,YES,NO,2024-11
1149,2024.11.20 17:15,SELL,2650.74,2658.10,2639.69,LOSS,-7.36,10,10,62.4,NO,NO,2024-11
1150,2024.11.21 09:00,SELL,2665.54,2669.84,2659.09,LOSS,-4.30,13,14,44.0,NO,NO,2024-11
1151,2024.11.22 08:15,SELL,2698.83,2703.86,2691.28,LOSS,-5.03,10,10,41.6,NO,NO,2024-11
1152,2024.11.22 08:45,SELL,2694.97,2700.41,2686.81,LOSS,-5.44,10,10,48.1,NO,NO,2024-11
1153,2024.11.22 09:45,SELL,2707.30,2713.62,2697.82,WIN,9.48,10,10,41.2,NO,NO,2024-11
1154,2024.11.22 10:15,SELL,2707.43,2713.98,2697.61,WIN,9.82,10,10,43.8,NO,NO,2024-11
1155,2024.11.22 11:00,SELL,2700.52,2707.20,2690.51,WIN,10.01,10,10,43.1,NO,NO,2024-11
1156,2024.11.22 11:15,SELL,2702.55,2709.34,2692.36,WIN,10.19,10,10,38.1,NO,NO,2024-11
1157,2024.11.22 14:30,BUY,2694.32,2685.57,2707.45,WIN,13.13,10,14,32.0,YES,YES,2024-11
1158,2024.11.22 18:30,SELL,2710.82,2716.21,2702.73,WIN,8.09,9,9,46.7,NO,NO,2024-11
1159,2024.11.22 19:15,SELL,2708.40,2712.76,2701.86,LOSS,-4.36,9,9,53.3,NO,NO,2024-11
1160,2024.11.22 19:30,SELL,2708.09,2712.21,2701.91,LOSS,-4.12,9,9,50.4,NO,NO,2024-11
1161,2024.11.24 23:30,SELL,2719.73,2727.04,2708.77,WIN,10.96,9,9,29.5,NO,NO,2024-11
1162,2024.11.25 00:00,SELL,2716.45,2723.90,2705.27,WIN,11.18,9,9,31.4,NO,NO,2024-11
1163,2024.11.25 00:15,SELL,2712.65,2720.38,2701.05,WIN,11.60,12,13,30.4,NO,NO,2024-11
1164,2024.11.25 00:30,SELL,2710.48,2718.36,2698.67,WIN,11.81,9,9,27.3,NO,NO,2024-11
1165,2024.11.25 00:45,SELL,2703.31,2711.24,2691.41,WIN,11.90,11,11,26.8,NO,NO,2024-11
1166,2024.11.25 01:00,SELL,2701.88,2710.79,2688.51,WIN,13.37,11,11,28.7,NO,NO,2024-11
1167,2024.11.25 03:30,BUY,2672.10,2660.53,2689.45,LOSS,-11.57,9,9,44.1,NO,NO,2024-11
1168,2024.11.25 04:15,BUY,2672.94,2660.23,2692.01,LOSS,-12.71,9,9,51.2,NO,NO,2024-11
1169,2024.11.25 04:30,BUY,2672.31,2660.39,2690.19,LOSS,-11.92,9,9,48.6,NO,NO,2024-11
1170,2024.11.25 06:00,BUY,2667.56,2654.72,2686.82,WIN,19.26,9,9,49.1,NO,NO,2024-11
1171,2024.11.25 06:15,BUY,2667.47,2654.81,2686.46,WIN,18.99,9,9,48.1,NO,NO,2024-11
1172,2024.11.25 12:00,SELL,2681.99,2687.76,2673.33,LOSS,-5.77,10,11,36.0,NO,YES,2024-11
1173,2024.11.25 12:15,SELL,2680.86,2686.70,2672.09,LOSS,-5.84,13,15,32.4,NO,YES,2024-11
1174,2024.11.25 12:30,SELL,2680.82,2686.79,2671.86,LOSS,-5.97,10,11,30.2,NO,YES,2024-11
1175,2024.11.25 12:45,SELL,2684.17,2689.80,2675.73,WIN,8.44,10,11,27.1,NO,YES,2024-11
1176,2024.11.25 13:30,SELL,2678.14,2685.40,2667.25,WIN,10.89,10,10,19.7,NO,YES,2024-11
1177,2024.11.25 13:45,SELL,2660.65,2668.13,2649.44,WIN,11.21,12,15,18.9,YES,YES,2024-11
1178,2024.11.25 14:45,BUY,2634.04,2621.83,2652.35,LOSS,-12.21,10,11,32.6,NO,YES,2024-11
1179,2024.11.25 15:15,BUY,2631.51,2618.10,2651.63,LOSS,-13.41,10,10,39.4,NO,NO,2024-11
1180,2024.11.25 16:00,BUY,2632.05,2617.65,2653.65,LOSS,-14.40,10,10,46.4,NO,NO,2024-11
1181,2024.11.25 16:15,BUY,2634.78,2620.28,2656.54,LOSS,-14.51,10,10,48.3,NO,NO,2024-11
1182,2024.11.25 16:30,BUY,2631.93,2617.55,2653.50,LOSS,-14.38,10,10,43.9,NO,NO,2024-11
1183,2024.11.25 17:30,BUY,2627.68,2615.45,2646.02,LOSS,-12.23,10,10,42.8,NO,NO,2024-11
1184,2024.11.25 17:45,BUY,2623.02,2612.69,2638.52,LOSS,-10.33,9,9,42.3,NO,NO,2024-11
1185,2024.11.25 18:30,BUY,2618.72,2610.19,2631.52,LOSS,-8.53,9,9,48.4,NO,NO,2024-11
1186,2024.11.25 19:00,BUY,2622.71,2615.05,2634.19,LOSS,-7.66,9,9,50.8,NO,NO,2024-11
1187,2024.11.25 19:15,BUY,2625.12,2617.93,2635.90,LOSS,-7.19,9,9,46.6,NO,NO,2024-11
1188,2024.11.25 23:45,BUY,2610.30,2603.81,2620.04,WIN,9.74,9,8,21.7,NO,NO,2024-11
1189,2024.11.26 00:15,BUY,2621.48,2613.41,2633.58,LOSS,-8.07,9,8,20.2,NO,NO,2024-11
1190,2024.11.28 01:45,BUY,2628.02,2623.12,2635.36,WIN,7.34,12,13,33.7,NO,NO,2024-11
1191,2024.11.29 01:00,BUY,2644.81,2641.76,2649.39,WIN,4.58,11,14,30.9,YES,NO,2024-11
1192,2024.12.02 00:45,BUY,2632.21,2625.62,2642.10,LOSS,-6.59,9,9,46.5,NO,NO,2024-12
1193,2024.12.02 01:30,BUY,2635.79,2627.34,2648.47,LOSS,-8.45,9,9,52.3,NO,NO,2024-12
1194,2024.12.02 02:30,BUY,2626.59,2617.20,2640.67,WIN,14.08,9,9,47.3,NO,NO,2024-12
1195,2024.12.02 03:15,BUY,2627.28,2617.79,2641.52,WIN,14.24,9,9,46.9,NO,NO,2024-12
1196,2024.12.02 03:45,BUY,2629.37,2619.57,2644.08,WIN,14.71,9,9,41.7,NO,NO,2024-12
1197,2024.12.02 05:30,BUY,2623.04,2617.58,2631.23,WIN,8.19,9,9,32.2,NO,NO,2024-12
1198,2024.12.02 06:00,BUY,2624.52,2619.11,2632.64,WIN,8.12,9,9,31.1,NO,NO,2024-12
1199,2024.12.02 06:15,BUY,2625.74,2620.76,2633.22,WIN,7.48,9,9,29.9,NO,NO,2024-12
1200,2024.12.02 06:30,BUY,2625.79,2620.74,2633.37,WIN,7.58,9,9,27.2,NO,NO,2024-12
1201,2024.12.03 14:30,SELL,2646.28,2652.10,2637.55,WIN,8.73,10,11,34.7,NO,YES,2024-12
1202,2024.12.04 13:15,BUY,2644.66,2638.95,2653.23,WIN,8.57,12,16,25.7,YES,YES,2024-12
1203,2024.12.05 12:00,SELL,2648.93,2652.88,2643.00,LOSS,-3.95,10,11,35.0,NO,YES,2024-12
1204,2024.12.05 13:00,SELL,2647.04,2650.83,2641.35,WIN,5.69,10,11,31.7,NO,YES,2024-12
1205,2024.12.05 13:15,SELL,2644.86,2649.19,2638.37,LOSS,-4.33,12,14,28.5,NO,YES,2024-12
1206,2024.12.05 17:45,BUY,2626.29,2618.04,2638.67,LOSS,-8.25,9,9,41.4,NO,NO,2024-12
1207,2024.12.05 18:30,BUY,2629.46,2621.90,2640.81,LOSS,-7.56,12,13,42.4,NO,NO,2024-12
1208,2024.12.05 18:45,BUY,2630.54,2623.40,2641.25,LOSS,-7.14,9,9,39.7,NO,NO,2024-12
